date,value_1,value_2,OT
1980-01-01,59.27,80.5730278,93.3039576
1980-02-01,59.27,80.5730278,92.39119
1980-03-01,59.27,80.5730278,90.8114008
1980-04-01,59.27,80.5730278,88.235892
1980-05-01,59.27,80.5730278,88.5777142
1980-06-01,59.27,80.5730278,90.2793988
1980-07-01,59.27,80.5730278,97.53958
1980-08-01,59.27,80.5730278,101.2356736
1980-09-01,59.27,80.5730278,106.4478102
1980-10-01,59.27,80.5730278,105.8828064
1980-11-01,59.27,80.5730278,104.6288648
1980-12-01,59.27,80.5730278,104.725368
1981-01-01,59.27,80.5730278,104.2318882
1981-02-01,59.27,80.5730278,105.2244048
1981-03-01,59.27,80.5730278,104.6880228
1981-04-01,59.27,80.5730278,100.7707424
1981-05-01,59.27,80.5730278,101.115754
1981-06-01,59.27,80.5730278,102.1674952
1981-07-01,59.27,80.5730278,108.646997
1981-08-01,59.27,80.5730278,106.6293088
1981-09-01,59.27,80.5730278,104.562828
1981-10-01,59.27,80.5730278,104.2693858
1981-11-01,59.27,80.5730278,103.0037
1981-12-01,59.27,80.5730278,102.241345
1982-01-01,59.27,80.5730278,104.3393132
1982-02-01,59.27,80.5730278,105.041272
1982-03-01,59.27,80.5730278,102.7946548
1982-04-01,59.27,80.5730278,101.9488548
1982-05-01,59.27,80.5730278,103.4390286
1982-06-01,59.27,80.5730278,103.6612094
1982-07-01,59.27,80.5730278,105.4098888
1982-08-01,59.27,80.5730278,104.0789592
1982-09-01,59.27,80.5730278,103.5172
1982-10-01,59.27,80.5730278,102.4454076
1982-11-01,59.27,80.5730278,101.300239
1982-12-01,59.27,80.5730278,100.6421184
1983-01-01,59.27,80.5730278,100.91756
1983-02-01,59.27,80.5730278,102.2133514
1983-03-01,59.27,80.5730278,103.0803168
1983-04-01,59.27,80.5730278,101.621263
1983-05-01,59.27,80.5730278,103.1935616
1983-06-01,59.27,80.5730278,101.455072
1983-07-01,59.27,80.5730278,105.7291622
1983-08-01,59.27,80.5730278,106.9239986
1983-09-01,59.27,80.5730278,110.2481296
1983-10-01,59.27,80.5730278,105.9618056
1983-11-01,59.27,80.5730278,108.3355678
1983-12-01,59.27,80.5730278,114.1350754
1984-01-01,59.27,80.5730278,120.6977236
1984-02-01,59.27,80.5730278,125.5589072
1984-03-01,59.27,80.5730278,124.1408596
1984-04-01,59.27,80.5730278,122.974829
1984-05-01,59.27,80.5730278,119.2377432
1984-06-01,59.27,80.5730278,120.4480128
1984-07-01,59.27,80.5730278,120.8759936
1984-08-01,59.27,80.5730278,116.215539
1984-09-01,59.27,80.5730278,117.94234
1984-10-01,59.27,80.5730278,114.7877024
1984-11-01,59.27,80.5730278,114.512484
1984-12-01,59.27,80.5730278,113.9187144
1985-01-01,59.27,80.5730278,116.610535
1985-02-01,59.27,80.5730278,116.3889212
1985-03-01,59.27,80.5730278,115.2830096
1985-04-01,59.27,80.5730278,113.0111368
1985-05-01,59.27,80.5730278,112.843024
1985-06-01,59.27,80.5730278,114.328076
1985-07-01,59.27,80.5730278,115.3055992
1985-08-01,59.27,80.5730278,113.2766336
1985-09-01,59.27,80.5730278,114.7296
1985-10-01,59.27,80.5730278,112.6197552
1985-11-01,59.27,80.5730278,115.8473632
1985-12-01,59.27,80.5730278,121.074474
1986-01-01,59.27,80.5730278,119.5894266
1986-02-01,59.27,80.5730278,117.1964574
1986-03-01,59.27,80.5730278,115.4630568
1986-04-01,59.27,80.5730278,116.4438852
1986-05-01,59.27,80.5730278,116.486737
1986-06-01,59.27,80.5730278,121.9123852
1986-07-01,59.27,80.5730278,132.924856
1986-08-01,59.27,80.5730278,144.088662
1986-09-01,59.27,80.5730278,139.6933952
1986-10-01,59.27,80.5730278,136.1910876
1986-11-01,59.27,80.5730278,137.6625264
1986-12-01,59.27,80.5730278,137.3675716
1987-01-01,59.27,80.5730278,130.620512
1987-02-01,59.27,80.5730278,128.6062912
1987-03-01,59.27,80.5730278,126.4429248
1987-04-01,59.27,80.5730278,124.838605
1987-05-01,59.27,80.5730278,123.2568428
1987-06-01,59.27,80.5730278,121.884657
1987-07-01,59.27,80.5730278,119.9991864
1987-08-01,59.27,80.5730278,123.388214
1987-09-01,59.27,80.5730278,122.5653976
1987-10-01,59.27,80.5730278,123.0200188
1987-11-01,59.27,80.5730278,119.561109
1987-12-01,59.27,80.5730278,118.9630352
1988-01-01,59.27,80.5730278,119.2587638
1988-02-01,59.27,80.5730278,117.2203504
1988-03-01,59.27,80.5730278,120.362984
1988-04-01,59.27,80.5730278,121.2307926
1988-05-01,59.27,80.5730278,126.364757
1988-06-01,59.27,80.5730278,134.732654
1988-07-01,59.27,80.5730278,146.3912884
1988-08-01,59.27,80.5730278,148.071178
1988-09-01,59.27,80.5730278,148.1555038
1988-10-01,59.27,80.5730278,144.568045
1988-11-01,59.27,80.5730278,141.2297488
1988-12-01,59.27,80.5730278,141.6085104
1989-01-01,59.27,80.5730278,142.441643
1989-02-01,59.27,80.5730278,140.5259184
1989-03-01,59.27,80.5730278,141.5946202
1989-04-01,59.27,80.5730278,145.5409952
1989-05-01,59.27,80.5730278,151.398214
1989-06-01,59.27,80.5730278,158.1133846
1989-07-01,59.27,80.5730278,155.3472036
1989-08-01,59.27,80.5730278,152.176598
1989-09-01,59.27,80.5730278,146.4646338
1989-10-01,59.27,80.5730278,144.66489
1989-11-01,59.27,80.5730278,140.381244
1989-12-01,59.27,80.5730278,140.2829128
1990-01-01,59.27,80.5730278,139.8430278
1990-02-01,67.63,74.986444,142.616444
1990-03-01,67.78,80.563028,148.343028
1990-04-01,63.64,79.8522484,143.4922484
1990-05-01,66.56,81.3543296,147.9143296
1990-06-01,59.41,89.0374272,148.4474272
1990-07-01,66.95,83.010894,149.960894
1990-08-01,62.05,85.1678242,147.2178242
1990-09-01,64.91,83.6434434,148.5534434
1990-10-01,56.59,88.6324144,145.2224144
1990-11-01,54.98,88.401864,143.381864
1990-12-01,56.32,84.74048,141.06048
1991-01-01,60.17,84.14192,144.31192
1991-02-01,59.08,85.095024,144.175024
1991-03-01,57.46,85.3191984,142.7791984
1991-04-01,61.56,80.605684,142.165684
1991-05-01,61.06,83.8924772,144.9524772
1991-06-01,61.25,83.36,144.61
1991-07-01,58.67,86.22,144.89
1991-08-01,61.97,84.63,146.6
1991-09-01,59.02,84.45,143.47
1991-10-01,56.99,83.72,140.71
1991-11-01,53.52,87.43,140.95
1991-12-01,51.67,89.85,141.52
1992-01-01,55.29,88.66,143.95
1992-02-01,55.4,83.24,138.64
1992-03-01,58.1,77.55,135.65
1992-04-01,56.56,81.66,138.22
1992-05-01,61.2,76.62,137.82
1992-06-01,58.81,83.47,142.28
1992-07-01,62.6,81.57,144.17
1992-08-01,63.13,81.73,144.86
1992-09-01,60.87,82.06,142.93
1992-10-01,63.7,80.34,144.04
1992-11-01,60.48,83.24,143.72
1992-12-01,55.98,89.13,145.11
1993-01-01,59.94,82.72,142.66
1993-02-01,61.21,80.13,141.34
1993-03-01,60.8,83.07,143.87
1993-04-01,59.91,84.24,144.15
1993-05-01,64.5,80.5,145.0
1993-06-01,59.88,83.33,143.21
1993-07-01,60.64,83.06,143.7
1993-08-01,64.08,77.28,141.36
1993-09-01,64.43,78.47,142.9
1993-10-01,59.84,86.08,145.92
1993-11-01,58.7,86.17,144.87
1993-12-01,56.89,92.2,149.09
1994-01-01,58.35,87.82,146.17
1994-02-01,59.18,87.37,146.55
1994-03-01,63.42,82.67,146.09
1994-04-01,63.38,82.38,145.76
1994-05-01,65.81,80.66,146.47
1994-06-01,62.99,85.67,148.66
1994-07-01,63.9,83.78,147.68
1994-08-01,60.05,84.51,144.56
1994-09-01,61.65,84.88,146.53
1994-10-01,57.82,84.68,142.5
1994-11-01,54.82,85.74,140.56
1994-12-01,55.69,83.0,138.69
1995-01-01,57.26,82.01,139.27
1995-02-01,58.88,82.7,141.58
1995-03-01,58.73,86.72,145.45
1995-04-01,58.52,85.58,144.1
1995-05-01,60.77,82.95,143.72
1995-06-01,61.86,80.74,142.6
1995-07-01,65.56,75.79,141.35
1995-08-01,68.6,73.64,142.24
1995-09-01,67.26,80.26,147.52
1995-10-01,64.05,81.74,145.79
1995-11-01,64.65,85.51,150.16
1995-12-01,62.07,83.25,145.32
1996-01-01,63.45,83.27,146.72
1996-02-01,61.47,88.18,149.65
1996-03-01,59.24,85.26,144.5
1996-04-01,60.62,86.16,146.78
1996-05-01,71.4,78.08,149.48
1996-06-01,71.2,79.72,150.92
1996-07-01,70.02,80.17,150.19
1996-08-01,70.76,81.4,152.16
1996-09-01,69.59,88.2,157.79
1996-10-01,65.7,86.95,152.65
1996-11-01,66.95,84.33,151.28
1996-12-01,62.07,91.89,153.96
1997-01-01,63.57,88.56,152.13
1997-02-01,63.99,88.51,152.5
1997-03-01,62.35,86.67,149.02
1997-04-01,61.5,87.02,148.52
1997-05-01,60.54,91.02,151.56
1997-06-01,63.38,88.16,151.54
1997-07-01,68.9,84.18,153.08
1997-08-01,64.63,84.57,149.2
1997-09-01,59.28,93.04,152.32
1997-10-01,56.44,91.99,148.43
1997-11-01,56.1,95.27,151.37
1997-12-01,52.71,95.2,147.91
1998-01-01,55.76,97.26,153.02
1998-02-01,60.32,89.91,150.23
1998-03-01,61.34,88.59,149.93
1998-04-01,58.36,92.97,151.33
1998-05-01,62.14,89.05,151.19
1998-06-01,65.16,89.54,154.7
1998-07-01,73.56,78.79,152.35
1998-08-01,74.47,81.61,156.08
1998-09-01,71.55,82.88,154.43
1998-10-01,63.69,94.75,158.44
1998-11-01,59.46,98.01,157.47
1998-12-01,56.16,99.48,155.64
1999-01-01,56.08,98.77,154.85
1999-02-01,55.58,98.1,153.68
1999-03-01,52.39,103.06,155.45
1999-04-01,52.45,102.64,155.09
1999-05-01,55.63,95.55,151.18
1999-06-01,56.36,98.72,155.08
1999-07-01,54.09,102.09,156.18
1999-08-01,54.23,100.39,154.62
1999-09-01,56.68333758,99.19473882,155.8780764
1999-10-01,49.7,105.53,155.23
1999-11-01,53.1,103.0,156.1
1999-12-01,52.64,96.86,149.5
2000-01-01,51.27,103.02,154.29
2000-02-01,49.49,101.18,150.67
2000-03-01,51.26,103.95,155.21
2000-04-01,52.12395358,104.07604642,156.2
2000-05-01,48.63178788,108.04821212,156.68
2000-06-01,52.1784828,102.9215172,155.1
2000-07-01,50.42756682,105.39243318,155.82
2000-08-01,51.62057568,106.62942432,158.25
2000-09-01,57.32,99.5,156.82
2000-10-01,60.81,95.44,156.25
2000-11-01,60.27,91.18,151.45
2000-12-01,57.09,100.06,157.15
2001-01-01,51.56,105.69,157.25
2001-02-01,58.99,95.96,154.95
2001-03-01,59.68,96.28,155.96
2001-04-01,60.87,95.68,156.55
2001-05-01,65.29,89.73,155.02
2001-06-01,65.5,89.31,154.81
2001-07-01,65.1,93.4,158.5
2001-08-01,66.54,94.9153566,161.4553566
2001-09-01,68.27164216,89.21427504,157.4859172
2001-10-01,65.07,96.62,161.69
2001-11-01,60.49,98.54,159.03
2001-12-01,57.07,102.78,159.85
2002-01-01,58.87,100.28,159.15
2002-02-01,57.65,104.3,161.95
2002-03-01,56.27,103.1,159.37
2002-04-01,54.18,107.13,161.31
2002-05-01,58.67,101.09,159.76
2002-06-01,59.38,99.55,158.93
2002-07-01,58.41,101.89,160.3
2002-08-01,57.26,106.36,163.62
2002-09-01,56.97,107.55,164.52
2002-10-01,50.67,112.56,163.23
2002-11-01,52.37,113.48,165.85
2002-12-01,50.7,113.5,164.2
2003-01-01,55.55,103.73,159.28
2003-02-01,60.65,97.34,157.99
2003-03-01,60.59,99.33,159.92
2003-04-01,59.64,102.56,162.2
2003-05-01,64.03,96.4,160.43
2003-06-01,66.41,92.8149226983483,159.224922698348
2003-07-01,68.39,93.6423453737733,162.032345373773
2003-08-01,71.96,89.1083068857933,161.068306885793
2003-09-01,72.02,89.1113930871173,161.131393087117
2003-10-01,68.86,95.7899675632505,164.649967563251
2003-11-01,69.44,93.790204609403,163.230204609403
2003-12-01,70.29,94.3102394573108,164.600239457311
2004-01-01,74.03,91.5452122465735,165.575212246574
2004-02-01,79.57,86.9999641325593,166.569964132559
2004-03-01,83.25,83.6269844256569,166.876984425657
2004-04-01,84.75,82.3638780206268,167.113878020627
2004-05-01,87.77,86.504684097624,174.274684097624
2004-06-01,88.58,85.0246828126572,173.604682812657
2004-07-01,86.64,89.544321593399,176.184321593399
2004-08-01,79.65,97.7098812145138,177.359881214514
2004-09-01,69.21,109.069077010989,178.279077010989
2004-10-01,64.57,114.308251065031,178.878251065031
2004-11-01,60.25,113.093936091499,173.343936091499
2004-12-01,62.07,113.262480500917,175.332480500917
2005-01-01,67.56,104.37,171.93
2005-02-01,70.9,102.49,173.39
2005-03-01,69.59,102.5,172.09
2005-04-01,68.73,104.29,173.02
2005-05-01,70.26,102.0,172.26
2005-06-01,71.17,103.18,174.35
2005-07-01,71.77,101.27,173.04
2005-08-01,70.53,103.81,174.34
2005-09-01,73.7,103.82,177.52
2005-10-01,65.43,110.07,175.5
2005-11-01,58.02,120.19,178.21
2005-12-01,54.62,118.56,173.18
2006-01-01,54.89816716,114.62587952342,169.52404668342
2006-02-01,53.18150794,100.96724286,154.1487508
2006-03-01,48.83509032,114.634735775798,163.469826095798
2006-04-01,48.98767598,115.436261871518,164.423937851518
2006-05-01,53.3669066,98.1537946,151.5207012
2006-06-01,57.75349416,91.83226624,149.5857604
2006-07-01,59.21798642,94.15737698,153.3753634
2006-08-01,63.5507227,93.0972933,156.648016
2006-09-01,63.54795314,90.43998606,153.9879392
2006-10-01,56.63776698,98.07555262,154.7133196
2006-11-01,54.66394772,102.24326908,156.9072168
2006-12-01,60.69173094,95.79210766,156.4838386
2007-01-01,67.59721172,86.56031808,154.1575298
2007-02-01,74.31942428,87.09690492,161.4163292
2007-03-01,77.36929086,84.77114994,162.1404408
2007-04-01,79.4653863,85.6717269,165.1371132
2007-05-01,83.3813916,82.3032128,165.6846044
2007-06-01,82.52330632,82.74261108,165.2659174
2007-07-01,81.6803329,88.4590241,170.139357
2007-08-01,81.3986971,85.9530139,167.351711
2007-09-01,77.50753444,89.11906176,166.6265962
2007-10-01,68.16195838,97.02216422,165.1841226
2007-11-01,71.72536468,97.21939432,168.944759
2007-12-01,69.55171616,99.73575384,169.28747
2008-01-01,72.96069574,96.45640786,169.4171036
2008-02-01,75.65560762,97.10149818,172.7571058
2008-03-01,71.75111782,101.41743618,173.168554
2008-04-01,68.9349185,104.3074991,173.2424176
2008-05-01,73.12473514,100.99932326,174.1240584
2008-06-01,72.31191592,103.97997388,176.2918898
2008-07-01,72.69321756,102.81791744,175.511135
2008-08-01,71.91577508,102.22216052,174.1379356
2008-09-01,67.58610586,108.05530994,175.6414158
2008-10-01,70.24448,103.760719,174.005199
2008-11-01,69.68308,109.6298016,179.3128816
2008-12-01,67.087072,111.0237,178.110772
2009-01-01,75.022568,108.6406166,183.6631846
2009-02-01,75.45672,104.703917,180.160637
2009-03-01,76.171216,95.3806054,171.5518214
2009-04-01,76.919016,104.7745794,181.6935954
2009-05-01,80.980736,104.6987872,185.6795232
2009-06-01,82.590784,99.9587354,182.5495194
2009-07-01,79.157272,95.7224788,174.8797508
2009-08-01,76.13232,100.7851878,176.9175078
2009-09-01,71.617144,104.4305216,176.0476656
2009-10-01,70.249048,103.20774,173.456788
2009-11-01,69.789128,104.5266644,174.3157924
2009-12-01,71.877776,102.8019734,174.6797494
2010-01-01,74.581456,98.4964226,173.0778786
2010-02-01,73.291648,99.7351334,173.0267814
2010-03-01,74.99928,92.804687,167.803967
2010-04-01,75.507752,89.7757024,165.2834544
2010-05-01,77.23232,98.2217098,175.4540298
2010-06-01,75.934456,100.7148868,176.6493428
2010-07-01,76.296184,102.2167004,178.5128844
2010-08-01,78.192768,96.4658018,174.6585698
2010-09-01,78.134584,100.4373062,178.5718902
2010-10-01,72.116304,107.9098966,180.0262006
2010-11-01,68.60464,113.156719,181.761359
2010-12-01,66.9352,111.5926312,178.5278312
2011-01-01,67.284936,108.4859778,175.7709138
2011-02-01,66.385104,111.1883504,177.5734544
2011-03-01,71.990432,106.51774,178.508172
2011-04-01,72.616904,101.7921964,174.4091004
2011-05-01,72.684168,97.382076,170.066244
2011-06-01,71.800312,103.719971,175.520283
2011-07-01,70.626112,103.4098102,174.0359222
2011-08-01,72.591744,106.137171,178.728915
2011-09-01,73.960392,102.7415374,176.7019294
2011-10-01,71.185856,109.5320234,180.7178794
2011-11-01,71.633752,107.700507,179.334259
2011-12-01,74.73756,104.577750626775,179.315310626775
2012-01-01,81.416632,104.055827267163,185.472459267163
2012-02-01,83.149,99.5211335334982,182.670133533498
2012-03-01,85.888912,104.53130030268,190.42021230268
2012-04-01,83.065248,105.599736253312,188.664984253312
2012-05-01,89.220312,97.6768349321265,186.897146932127
2012-06-01,83.287344,107.734466102725,191.021810102725
2012-07-01,81.947048,110.141849492728,192.088897492728
2012-08-01,85.124112,105.490987781845,190.615099781845
2012-09-01,82.764752,102.78862132995,185.55337332995
2012-10-01,83.654912,103.310252180757,186.965164180757
2012-11-01,84.080216,109.404474745001,193.484690745001
2012-12-01,90.720952,106.426919314561,197.147871314561
2013-01-01,92.206432,101.74911139543,193.95554339543
2013-02-01,90.258968,104.526925096294,194.785893096294
2013-03-01,91.655144,98.3399699586359,189.995113958636
2013-04-01,90.738344,100.503379111961,191.241723111961
2013-05-01,96.29592,98.4128165051079,194.708736505108
2013-06-01,96.017712,103.170954778058,199.188666778058
2013-07-01,93.60156,103.985235406466,197.586795406466
2013-08-01,92.051496,108.155531051269,200.207027051269
2013-09-01,88.63252,111.916717940742,200.549237940742
2013-10-01,80.3716,122.725928417285,203.097528417285
2013-11-01,74.77368,120.801230968511,195.574910968511
2013-12-01,73.050912,123.656334778342,196.707246778341
2014-01-01,74.935904,118.906024425394,193.841928425394
2014-02-01,75.612016,119.682007686247,195.294023686247
2014-03-01,79.85368,114.876127421684,194.729807421684
2014-04-01,85.90756,107.000303806749,192.907863806749
2014-05-01,90.424832,104.18883734358,194.61366934358
2014-06-01,92.893544,101.964209804384,194.857753804384
2014-07-01,94.030216,101.558858164657,195.589074164657
2014-08-01,92.249984,104.794696350667,197.044680350667
2014-09-01,92.346936,104.776571917038,197.123507917038
2014-10-01,90.403608,108.583208421706,198.986816421706
2014-11-01,87.906176,112.89295787223,200.79913387223
2014-12-01,86.087896,113.345901961797,199.433797961797
2015-01-01,87.9496,109.892741953172,197.842341953172
2015-02-01,86.184552,111.611670590227,197.796222590227
